asset_id;tipo_asset;area_geografica;eta_anni;temperatura_media;vibrazione_indice;carico_pct;umidita_media;manutenzioni_ultimi_5anni;giorni_da_ultima_manutenzione;criticita_utenza;guasto_entro_30gg
AST-02218;turbina_eolica;Isole;16;47,9;3,42;93,1;60,1;4;455;standard;1
AST-02219;turbina_eolica;Isole;19;54,8;1,71;69,4;42,1;2;348;alta;0
AST-02220;turbina_eolica;Nord;22;44,8;1,37;82,6;68,1;6;83;alta;0
AST-02221;trasformatore;Nord;10;51,4;0,8;83,4;57,9;5;283;standard;0
AST-02222;cabina_primaria;Centro;20;38,0;1,18;86,5;55,3;2;280;standard;0
AST-02223;linea_AT;Centro;12;39,3;2,47;61,2;64,1;3;222;standard;0
AST-02224;cabina_primaria;Nord;19;54,1;2,1;56,3;60,9;2;277;standard;0
AST-02225;trasformatore;Isole;19;29,7;1,99;32,1;60,1;2;387;alta;0
AST-02226;linea_AT;Nord;14;38,4;0,82;50,1;58,9;6;110;critica;0
AST-02227;cabina_primaria;Sud;23;52,2;1,46;69,1;61,7;2;260;standard;1
AST-02228;trasformatore;Nord;28;40,1;2,92;55,4;66,8;4;151;standard;0
AST-02229;trasformatore;Nord;18;39,4;4,24;47,5;65,1;9;222;alta;0
AST-02230;trasformatore;Sud;19;39,6;2,82;68,9;77,8;5;451;standard;0
AST-02231;trasformatore;Nord;18;43,1;3,41;92,2;54,3;0;162;standard;1
AST-02232;turbina_eolica;Sud;36;51,8;0,35;67,0;65,3;2;437;standard;0
AST-02233;trasformatore;Nord;4;50,3;3,79;47,6;96,2;4;143;standard;0
AST-02234;trasformatore;Isole;20;42,1;2,32;90,9;61,4;4;317;standard;0
AST-02235;linea_AT;Sud;22;51,8;2,0;54,1;62,0;2;235;critica;1
AST-02236;trasformatore;Sud;20;45,1;2,14;94,6;44,3;1;300;alta;1
AST-02237;trasformatore;Nord;12;49,7;4,76;63,3;52,0;4;59;standard;0
AST-02238;linea_AT;Nord;6;32,7;1,25;69,9;60,5;4;321;critica;0
AST-02239;trasformatore;Nord;22;57,6;2,14;96,1;69,5;5;195;standard;0
AST-02240;trasformatore;Centro;8;44,0;1,59;43,7;71,1;4;202;standard;0
AST-02241;trasformatore;Nord;13;17,3;0,86;49,1;66,6;4;298;critica;0
AST-02242;trasformatore;Nord;20;56,9;0,5;62,1;73,3;6;56;alta;0
AST-02243;turbina_eolica;Nord;14;42,0;0,85;65,5;48,0;2;149;alta;0
AST-02244;trasformatore;Nord;8;38,4;1,03;100,0;68,8;2;320;standard;0
AST-02245;trasformatore;Centro;9;36,5;1,64;52,0;62,2;3;198;standard;0
AST-02246;cabina_primaria;Nord;13;46,0;3,41;44,5;63,7;4;356;critica;0
AST-02247;cabina_primaria;Nord;9;34,0;0,85;51,2;56,9;3;223;standard;0
AST-02248;trasformatore;Centro;18;36,8;1,01;72,2;48,7;6;314;alta;0
AST-02249;trasformatore;Centro;9;37,0;4,7;76,9;45,0;3;317;alta;1
AST-02250;turbina_eolica;Nord;19;39,4;1,28;55,3;66,5;6;160;standard;0
AST-02251;cabina_primaria;Centro;18;37,4;1,11;68,4;69,0;4;171;alta;0
AST-02252;cabina_primaria;Sud;24;49,7;1,14;100,0;60,2;0;331;critica;0
AST-02253;trasformatore;Nord;23;44,4;1,89;68,6;61,8;2;81;alta;0
AST-02254;trasformatore;Centro;14;45,5;1,65;73,8;51,9;6;205;standard;0
AST-02255;turbina_eolica;Isole;21;47,5;1,05;100,0;69,0;0;380;standard;0
AST-02256;cabina_primaria;Centro;14;41,2;1,33;55,4;62,8;3;345;standard;0
AST-02257;cabina_primaria;Isole;24;32,8;2,98;54,3;56,9;3;427;standard;0
AST-02258;trasformatore;Sud;22;58,2;2,06;59,5;74,1;1;529;critica;0
AST-02259;linea_AT;Nord;9;50,3;3,99;58,5;71,0;8;15;critica;0
AST-02260;trasformatore;Centro;5;56,5;1,43;35,2;40,5;6;113;standard;0
AST-02261;linea_AT;Sud;20;51,3;2,97;70,5;62,7;1;312;alta;0
AST-02262;cabina_primaria;Isole;27;37,9;3,04;71,9;48,6;1;499;critica;1
AST-02263;turbina_eolica;Centro;18;20,9;1,0;64,7;64,0;7;201;standard;0
AST-02264;trasformatore;Nord;21;30,9;2,25;72,5;17,9;0;43;standard;0
AST-02265;linea_AT;Centro;29;47,7;1,8;72,6;64,8;6;190;standard;0
AST-02266;turbina_eolica;Nord;19;41,1;0,37;44,3;72,0;5;64;standard;0
AST-02267;cabina_primaria;Sud;31;38,2;0,53;73,2;60,4;1;229;critica;1
AST-02268;trasformatore;Centro;22;19,5;1,94;78,1;45,7;3;370;standard;0
AST-02269;cabina_primaria;Sud;33;41,9;0,4;39,3;89,4;3;312;standard;0
AST-02270;trasformatore;Sud;34;32,3;0,32;94,3;78,2;3;354;alta;0
AST-02271;trasformatore;Centro;23;35,5;1,77;45,8;54,6;5;203;alta;0
AST-02272;trasformatore;Centro;21;49,7;0,19;47,5;58,3;3;190;critica;0
AST-02273;trasformatore;Sud;22;32,7;0,75;71,6;34,3;3;273;alta;0
AST-02274;trasformatore;Sud;23;33,6;1,76;77,6;68,6;0;315;standard;1
AST-02275;linea_AT;Sud;21;43,7;1,56;82,0;42,8;2;367;critica;0
AST-02276;trasformatore;Nord;18;49,9;1,56;78,1;71,3;2;273;standard;0
AST-02277;trasformatore;Centro;13;38,4;2,54;58,6;76,4;4;286;standard;0
AST-02278;trasformatore;Nord;13;55,2;3,26;70,0;61,0;2;62;standard;0
AST-02279;trasformatore;Sud;9;30,5;3,47;62,3;47,1;0;419;standard;0
AST-02280;cabina_primaria;Centro;27;28,9;4,96;71,1;79,5;5;248;standard;1
AST-02281;cabina_primaria;Centro;16;28,1;0,22;69,2;62,0;5;160;alta;0
AST-02282;trasformatore;Nord;17;27,1;0,95;58,9;63,3;4;175;standard;0
AST-02283;linea_AT;Nord;23;45,0;0,7;61,8;49,0;3;206;standard;0
AST-02284;linea_AT;Sud;25;33,2;5,06;34,7;64,7;2;344;critica;0
AST-02285;cabina_primaria;Nord;23;29,3;1,79;82,9;59,2;4;198;alta;1
AST-02286;trasformatore;Nord;7;45,4;1,62;73,4;43,4;6;91;alta;0
AST-02287;trasformatore;Isole;39;49,4;1,22;26,5;80,8;3;539;alta;1
AST-02288;turbina_eolica;Sud;30;51,5;1,17;82,3;86,6;1;186;standard;0
AST-02289;cabina_primaria;Nord;15;49,9;1,17;67,0;76,3;1;206;standard;0
AST-02290;linea_AT;Nord;23;33,7;1,25;51,1;74,2;2;189;alta;0
AST-02291;turbina_eolica;Isole;18;44,5;1,16;49,5;86,7;1;431;alta;0
AST-02292;trasformatore;Sud;21;46,5;4,32;55,6;47,3;1;283;standard;1
AST-02293;linea_AT;Centro;26;37,7;6,15;51,2;47,2;5;304;standard;1
AST-02294;cabina_primaria;Nord;3;43,5;5,92;53,7;56,2;7;151;standard;0
AST-02295;turbina_eolica;Nord;17;30,7;0,35;98,6;66,2;5;65;standard;0
AST-02296;linea_AT;Nord;17;36,4;1,04;74,7;57,9;7;72;standard;0
AST-02297;turbina_eolica;Sud;35;45,3;0,27;100,0;47,7;2;350;standard;0
AST-02298;turbina_eolica;Nord;5;55,6;6,06;72,1;62,1;4;32;standard;0
AST-02299;turbina_eolica;Nord;24;52,4;2,2;78,4;60,7;4;304;standard;1
AST-02300;linea_AT;Sud;20;47,9;2,92;52,1;73,8;3;424;alta;1
AST-02301;cabina_primaria;Isole;22;42,7;1,52;65,0;62,6;3;526;standard;0
AST-02302;turbina_eolica;Sud;16;41,3;1,62;66,5;35,3;2;478;standard;0
AST-02303;trasformatore;Centro;10;29,0;3,72;79,2;67,4;2;182;standard;0
AST-02304;turbina_eolica;Centro;19;34,5;1,78;67,1;84,1;2;140;alta;0
AST-02305;trasformatore;Centro;10;34,8;1,83;74,3;62,4;4;15;standard;0
AST-02306;trasformatore;Nord;18;47,2;2,75;73,7;75,8;3;128;critica;0
AST-02307;trasformatore;Centro;13;50,5;2,54;62,5;54,9;5;351;standard;1
AST-02308;turbina_eolica;Centro;10;48,6;1,74;60,7;69,9;3;144;alta;0
AST-02309;trasformatore;Centro;14;52,6;1,2;56,0;51,6;9;193;standard;0
AST-02310;trasformatore;Isole;27;42,7;1,13;87,5;58,5;2;336;alta;0
AST-02311;linea_AT;Isole;23;33,2;3,51;62,6;58,7;2;410;alta;1
AST-02312;trasformatore;Nord;14;41,6;1,86;73,9;68,7;5;263;standard;0
AST-02313;linea_AT;Centro;21;35,5;0,93;65,2;50,5;3;87;standard;0
AST-02314;cabina_primaria;Nord;20;47,9;3,14;87,1;41,5;3;52;standard;1
AST-02315;linea_AT;Nord;12;38,8;1,71;32,2;68,6;4;279;standard;0
AST-02316;trasformatore;Nord;8;41,1;0,34;73,5;68,1;3;219;critica;0
AST-02317;trasformatore;Nord;14;48,2;0,98;45,4;63,6;4;139;standard;0
AST-02318;linea_AT;Sud;26;35,3;1,72;75,0;75,1;3;477;alta;0
AST-02319;turbina_eolica;Centro;8;50,7;0,42;65,4;59,2;2;101;standard;0
AST-02320;trasformatore;Isole;20;29,9;2,13;41,4;65,9;2;454;standard;1
AST-02321;turbina_eolica;Nord;10;44,8;2,39;74,1;57,1;8;155;alta;0
AST-02322;turbina_eolica;Nord;13;41,2;3,33;72,0;58,4;4;209;standard;0
AST-02323;trasformatore;Centro;12;49,4;1,98;63,8;66,8;3;19;standard;0
AST-02324;linea_AT;Nord;18;29,6;1,02;66,1;93,7;8;139;standard;0
AST-02325;trasformatore;Nord;4;28,2;0,35;70,9;72,4;3;219;standard;0
AST-02326;trasformatore;Isole;16;48,8;0,34;89,2;69,7;0;375;critica;0
AST-02327;cabina_primaria;Nord;12;38,5;1,5;62,3;72,8;3;260;standard;0
AST-02328;trasformatore;Nord;13;41,2;1,5;86,2;29,1;3;258;standard;0
AST-02329;linea_AT;Centro;8;36,1;0,4;67,3;66,5;6;133;standard;0
AST-02330;turbina_eolica;Centro;13;50,2;2,09;91,3;74,7;3;276;standard;0
AST-02331;trasformatore;Centro;15;44,7;1,22;63,8;63,2;3;131;standard;0
AST-02332;cabina_primaria;Nord;12;44,2;0,76;56,0;61,4;3;164;standard;0
AST-02333;trasformatore;Sud;24;31,5;0,59;48,2;48,8;3;392;standard;0
AST-02334;trasformatore;Nord;10;46,5;4,35;67,4;55,9;4;93;standard;0
AST-02335;cabina_primaria;Centro;26;33,1;0,3;53,7;50,3;3;273;alta;0
AST-02336;linea_AT;Sud;26;36,1;5,13;93,3;76,0;0;300;standard;1
AST-02337;linea_AT;Sud;18;29,7;0,8;52,3;83,0;2;294;alta;0
AST-02338;trasformatore;Nord;15;40,6;5,44;55,6;89,1;5;217;standard;0
AST-02339;trasformatore;Centro;18;51,6;0,37;78,5;50,1;3;143;standard;0
AST-02340;linea_AT;Nord;21;44,0;2,23;89,3;52,6;0;89;critica;0
AST-02341;trasformatore;Nord;10;38,0;3,82;81,2;51,5;4;243;standard;0
AST-02342;trasformatore;Nord;19;43,0;3,87;87,1;47,7;6;169;standard;1
AST-02343;linea_AT;Sud;23;42,9;2,22;66,6;48,0;4;224;standard;1
AST-02344;trasformatore;Nord;23;42,6;2,0;66,8;54,8;5;228;standard;0
AST-02345;trasformatore;Sud;31;43,6;0,47;100,0;74,2;2;307;standard;0
AST-02346;trasformatore;Nord;15;32,6;3,15;98,4;52,0;4;48;standard;0
AST-02347;turbina_eolica;Sud;21;43,0;3,57;80,9;76,7;2;139;standard;0
AST-02348;linea_AT;Sud;26;26,2;1,74;87,9;81,1;1;412;standard;1
AST-02349;cabina_primaria;Nord;13;47,2;1,95;83,5;66,0;3;91;standard;0
AST-02350;trasformatore;Nord;24;32,1;8,09;46,3;79,2;6;60;standard;1
AST-02351;trasformatore;Nord;14;52,6;0,51;67,3;42,9;2;211;alta;0
AST-02352;turbina_eolica;Sud;21;20,0;2,26;94,9;54,2;2;404;alta;0
AST-02353;turbina_eolica;Nord;11;57,1;3,1;81,0;64,7;1;97;standard;0
AST-02354;turbina_eolica;Centro;10;27,2;0,33;66,9;65,1;3;283;standard;0
AST-02355;cabina_primaria;Centro;20;31,2;0,36;95,2;82,0;7;374;alta;0
AST-02356;turbina_eolica;Sud;18;44,7;0,93;74,6;48,0;1;448;standard;0
AST-02357;turbina_eolica;Centro;24;47,6;1,0;81,6;54,5;3;305;critica;0
AST-02358;cabina_primaria;Centro;9;39,4;0,88;74,7;60,8;4;235;alta;0
AST-02359;trasformatore;Isole;26;50,0;1,03;77,7;54,7;2;345;standard;0
AST-02360;cabina_primaria;Nord;21;34,8;1,05;79,0;47,4;8;156;alta;0
AST-02361;turbina_eolica;Sud;10;38,4;1,72;91,4;55,3;0;375;standard;0
AST-02362;turbina_eolica;Nord;26;39,3;0,78;93,7;58,6;7;59;standard;0
AST-02363;cabina_primaria;Centro;14;37,2;1,37;59,9;82,3;2;148;critica;0
AST-02364;turbina_eolica;Isole;26;24,6;1,66;74,4;47,7;2;266;alta;0
AST-02365;turbina_eolica;Sud;26;41,8;1,22;90,9;73,4;3;359;standard;0
AST-02366;trasformatore;Sud;27;41,0;2,26;65,6;79,8;2;347;alta;0
AST-02367;linea_AT;Nord;16;51,7;4,19;44,4;54,8;5;108;standard;1
AST-02368;linea_AT;Centro;23;30,4;0,49;51,6;65,6;3;276;alta;0
AST-02369;trasformatore;Nord;17;36,2;0,73;52,9;70,1;3;76;critica;0
AST-02370;linea_AT;Centro;28;52,8;2,82;59,8;67,8;2;155;alta;1
AST-02371;linea_AT;Centro;20;44,6;2,06;54,6;63,2;3;272;standard;0
AST-02372;turbina_eolica;Nord;26;46,9;2,98;86,5;52,5;3;234;standard;1
AST-02373;trasformatore;Nord;19;46,1;2,7;63,0;71,3;3;96;alta;1
AST-02374;turbina_eolica;Nord;3;46,1;1,02;90,7;56,8;4;179;standard;0
AST-02375;trasformatore;Nord;30;58,4;4,4;47,7;62,4;5;98;critica;1
AST-02376;trasformatore;Nord;11;42,8;4,47;61,6;64,5;4;144;standard;0
AST-02377;turbina_eolica;Sud;32;32,9;0,75;69,9;74,0;1;352;standard;0
AST-02378;trasformatore;Centro;17;47,7;4,01;82,6;89,0;5;255;standard;1
AST-02379;trasformatore;Nord;20;36,9;4,29;88,6;51,7;6;185;standard;0
AST-02380;linea_AT;Sud;19;41,0;5,33;58,3;62,7;2;362;standard;0
AST-02381;trasformatore;Sud;27;45,3;2,73;85,9;41,2;3;254;standard;0
AST-02382;cabina_primaria;Nord;12;34,6;1,31;37,7;82,7;7;191;critica;0
AST-02383;cabina_primaria;Nord;23;37,4;0,96;83,7;62,6;3;204;standard;0
AST-02384;linea_AT;Nord;17;46,3;1,31;43,9;57,8;7;215;standard;0
AST-02385;cabina_primaria;Nord;20;37,1;0,56;76,0;62,7;4;102;standard;0
AST-02386;cabina_primaria;Sud;10;50,8;2,3;88,3;63,4;1;413;alta;0
AST-02387;trasformatore;Isole;24;33,1;1,49;84,0;51,8;1;275;standard;0
AST-02388;linea_AT;Nord;16;33,1;0,47;38,5;78,6;6;126;alta;0
AST-02389;trasformatore;Sud;24;59,2;0,98;59,9;71,0;2;318;standard;1
AST-02390;linea_AT;Nord;20;28,2;3,79;80,9;73,0;4;59;standard;0
AST-02391;turbina_eolica;Centro;15;41,8;2,33;80,4;52,5;5;187;standard;0
AST-02392;trasformatore;Sud;23;58,7;0,89;73,0;51,7;4;358;standard;0
AST-02393;trasformatore;Nord;21;41,7;5,24;28,4;60,4;4;15;standard;0
AST-02394;cabina_primaria;Nord;1;54,1;2,11;89,6;73,2;4;128;standard;0
AST-02395;trasformatore;Centro;21;47,9;0,62;92,8;69,0;4;70;standard;0
AST-02396;trasformatore;Isole;23;41,9;1,31;70,9;51,1;1;543;alta;1
AST-02397;trasformatore;Nord;9;40,8;0,44;72,1;71,3;3;177;standard;0
AST-02398;turbina_eolica;Nord;16;22,9;4,4;77,1;48,4;3;170;alta;0
AST-02399;cabina_primaria;Nord;21;39,1;3,04;94,3;52,7;1;179;standard;0
AST-02400;linea_AT;Centro;23;44,1;0,92;72,5;64,2;2;258;alta;0
